hoc_ky;ma_mon_hoc;ma_lop;so_tin_chi;ma_giang_vien;thu;tiet;cach_tuan;ngay_bat_dau;ngay_ket_thuc;phong_hoc;si_so;hinh_thuc_giang_day;ghi_chu
2024_2025_2;IT003;IT003.P25.2;1;;3;67890;2;10/03/2025;07/06/2025;B2.12;;HT1;
2024_2025_2;IT003;IT003.P29.1;1;;4;12345;2;03/03/2025;17/05/2025;B2.12;;HT1;
2024_2025_2;IT003;IT003.P29.2;1;;4;12345;2;10/03/2025;07/06/2025;B2.12;;HT1;
2024_2025_2;IT003;IT003.P216.1;1;;5;12345;2;03/03/2025;17/05/2025;B2.12;;HT1;
2024_2025_2;IT003;IT003.P216.2;1;;5;12345;2;10/03/2025;07/06/2025;B2.12;;HT1;
2024_2025_2;IT004;IT004.P21.1;1;;3;12345;2;03/03/2025;17/05/2025;B2.12;;HT1;
2024_2025_2;IT004;IT004.P21.2;1;;3;12345;2;10/03/2025;07/06/2025;B2.12;;HT1;
2024_2025_2;CE126;CE126.P21.1;1;;4;67890;2;03/03/2025;17/05/2025;B2.14;;HT1;
2024_2025_2;CE126;CE126.P21.2;1;;4;67890;2;10/03/2025;07/06/2025;B2.14;;HT1;
2024_2025_2;IT003;IT003.P21.TTNT.1;1;;3;67890;2;03/03/2025;17/05/2025;B2.14;;HT1;
2024_2025_2;IT002;IT002.P28.1;1;;3;12345;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;IT002;IT002.P28.2;1;;3;12345;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;IT003;IT003.P28.1;1;;4;67890;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;IT003;IT003.P28.2;1;;4;67890;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;IT003;IT003.P212.1;1;;5;67890;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;IT003;IT003.P212.2;1;;5;67890;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;IT003;IT003.P213.1;1;;5;12345;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;IT003;IT003.P213.2;1;;5;12345;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;IT003;IT003.P217.1;1;;6;67890;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;IT003;IT003.P217.2;1;;6;67890;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;PH002;PH002.P24.1;1;;7;67890;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;PH002;PH002.P24.2;1;;7;67890;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;DS200;DS200.P21.1;1;;4;12345;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;DS200;DS200.P21.2;1;;4;12345;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;NT533;NT533.P21.1;1;;2;67890;2;03/03/2025;24/05/2025;B2.16;;HT1;
2024_2025_2;NT533;NT533.P21.2;1;;2;67890;2;10/03/2025;31/05/2025;B2.16;;HT1;
2024_2025_2;IS216;IS216.P22.1;1;;3;67890;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;IS216;IS216.P22.2;1;;3;67890;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;IS210;IS210.P21.1;1;;2;12345;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;IS210;IS210.P21.2;1;;2;12345;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;IS210;IS210.P22.1;1;;6;12345;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;IS210;IS210.P22.2;1;;6;12345;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;IS208;IS208.P21.1;1;;7;12345;2;03/03/2025;17/05/2025;B2.16;;HT1;
2024_2025_2;IS208;IS208.P21.2;1;;7;12345;2;10/03/2025;07/06/2025;B2.16;;HT1;
2024_2025_2;IT002;IT002.P22.CNVN.1;1;;4;12345;2;03/03/2025;17/05/2025;B2.18;;HT1;
2024_2025_2;IT002;IT002.P22.CNVN.2;1;;4;12345;2;10/03/2025;07/06/2025;B2.18;;HT1;
2024_2025_2;IT007;IT007.P21.CNVN.1;1;;3;12345;2;03/03/2025;17/05/2025;B2.18;;HT1;
2024_2025_2;IT007;IT007.P21.CNVN.2;1;;3;12345;2;10/03/2025;07/06/2025;B2.18;;HT1;
2024_2025_2;IT002;IT002.P27.1;1;;3;67890;2;03/03/2025;17/05/2025;B2.18;;HT1;
2024_2025_2;IT002;IT002.P27.2;1;;3;67890;2;10/03/2025;07/06/2025;B2.18;;HT1;
2024_2025_2;PH002;PH002.P21.1;1;;2;67890;2;03/03/2025;17/05/2025;B2.18;;HT1;
2024_2025_2;PH002;PH002.P21.2;1;;2;67890;2;10/03/2025;07/06/2025;B2.18;;HT1;
2024_2025_2;NT219;NT219.P21.ANTT.1;1;;4;67890;2;03/03/2025;24/05/2025;B2.18;;HT1;
2024_2025_2;NT219;NT219.P21.ANTT.2;1;;4;67890;2;10/03/2025;31/05/2025;B2.18;;HT1;
2024_2025_2;EC402;EC402.P21.1;1;;6;67890;2;10/03/2025;07/06/2025;B2.18;;HT1;
2024_2025_2;NT118;NT118.P22.1;1;;6;67890;2;03/03/2025;24/05/2025;B2.18;;HT1;
2024_2025_2;NT208;NT208.P24.1;1;;5;67890;2;10/03/2025;31/05/2025;B2.18;;HT1;
2024_2025_2;IT002;IT002.P26.1;1;;3;12345;2;03/03/2025;17/05/2025;B2.20;;HT1;
2024_2025_2;IT002;IT002.P26.2;1;;3;12345;2;10/03/2025;07/06/2025;B2.20;;HT1;
2024_2025_2;IT003;IT003.P215.1;1;;5;67890;2;03/03/2025;17/05/2025;B2.20;;HT1;
2024_2025_2;IT003;IT003.P215.2;1;;5;67890;2;10/03/2025;07/06/2025;B2.20;;HT1;
2024_2025_2;NT105;NT105.P21.1;1;;4;12345;2;10/03/2025;31/05/2025;B2.20;;HT1;
2024_2025_2;NT105;NT105.P22.1;1;;2;12345;2;10/03/2025;31/05/2025;B2.20;;HT1;
2024_2025_2;NT105;NT105.P24.1;1;;6;12345;2;03/03/2025;24/05/2025;B2.20;;HT1;
2024_2025_2;NT219;NT219.P22.ANTT.1;1;;2;67890;2;03/03/2025;24/05/2025;B2.20;;HT1;
2024_2025_2;NT219;NT219.P22.ANTT.2;1;;2;67890;2;10/03/2025;31/05/2025;B2.20;;HT1;
2024_2025_2;IT002;IT002.P22.TTNT.1;1;;4;6789;1;03/03/2025;17/05/2025;B2.20;;HT1;
2024_2025_2;IT005;IT005.P22.1;1;;3;12345;2;03/03/2025;17/05/2025;B2.22;;HT1;
2024_2025_2;IT005;IT005.P22.2;1;;3;12345;2;10/03/2025;07/06/2025;B2.22;;HT1;
2024_2025_2;IT005;IT005.P23.1;1;;4;67890;2;03/03/2025;17/05/2025;B2.22;;HT1;
2024_2025_2;IT005;IT005.P23.2;1;;4;67890;2;10/03/2025;07/06/2025;B2.22;;HT1;
2024_2025_2;IT005;IT005.P24.1;1;;4;12345;2;03/03/2025;17/05/2025;B2.22;;HT1;
2024_2025_2;IT005;IT005.P24.2;1;;4;12345;2;10/03/2025;07/06/2025;B2.22;;HT1;
2024_2025_2;IT005;IT005.P25.1;1;;5;67890;2;03/03/2025;17/05/2025;B2.22;;HT1;
2024_2025_2;IT005;IT005.P25.2;1;;5;67890;2;10/03/2025;07/06/2025;B2.22;;HT1;
2024_2025_2;IT007;IT007.P22.1;1;;2;12345;2;03/03/2025;17/05/2025;B2.22;;HT1;
2024_2025_2;IT007;IT007.P22.2;1;;2;12345;2;10/03/2025;07/06/2025;B2.22;;HT1;
2024_2025_2;NT105;NT105.P23.1;1;;5;12345;2;10/03/2025;31/05/2025;B2.22;;HT1;
2024_2025_2;IS207;IS207.P21.1;1;;2;67890;2;03/03/2025;17/05/2025;B2.22;;HT1;
2024_2025_2;IS207;IS207.P21.2;1;;2;67890;2;10/03/2025;07/06/2025;B2.22;;HT1;
2024_2025_2;IS207;IS207.P22.1;1;;6;67890;2;03/03/2025;17/05/2025;B2.22;;HT1;
2024_2025_2;IS207;IS207.P22.2;1;;6;67890;2;10/03/2025;07/06/2025;B2.22;;HT1;
2024_2025_2;IT012;IT012.P23.1;1;;7;67890;2;03/03/2025;17/05/2025;B3.02;;HT1;
2024_2025_2;IT012;IT012.P23.2;1;;7;67890;2;10/03/2025;07/06/2025;B3.02;;HT1;
2024_2025_2;CE213;CE213.P22.1;1;;4;12345;2;03/03/2025;17/05/2025;B3.02;;HT1;
2024_2025_2;CE213;CE213.P22.2;1;;4;12345;2;10/03/2025;07/06/2025;B3.02;;HT1;
2024_2025_2;CE433;CE433.P21.1;1;;5;12345;2;03/03/2025;17/05/2025;B3.02;;HT1;
2024_2025_2;CE433;CE433.P21.2;1;;5;12345;2;10/03/2025;07/06/2025;B3.02;;HT1;
2024_2025_2;CE320;CE320.P21.1;1;;5;67890;2;03/03/2025;17/05/2025;B3.02;;HT1;
2024_2025_2;CE320;CE320.P21.2;1;;5;67890;2;10/03/2025;07/06/2025;B3.02;;HT1;
2024_2025_2;IS220;IS220.P21.1;1;;4;67890;2;03/03/2025;17/05/2025;B3.02;;HT1;
2024_2025_2;IS220;IS220.P21.2;1;;4;67890;2;10/03/2025;07/06/2025;B3.02;;HT1;
2024_2025_2;IS201;IS201.P21.1;1;;3;12345;2;03/03/2025;17/05/2025;B3.02;;HT1;
2024_2025_2;IS201;IS201.P21.2;1;;3;12345;2;10/03/2025;07/06/2025;B3.02;;HT1;
2024_2025_2;IT003;IT003.P22.CNVN.1;1;;6;67890;2;03/03/2025;17/05/2025;B3.04;;HT1;
2024_2025_2;IT003;IT003.P22.CNVN.2;1;;6;67890;2;10/03/2025;07/06/2025;B3.04;;HT1;
2024_2025_2;IT002;IT002.P221.1;1;;7;67890;2;03/03/2025;17/05/2025;B3.04;;HT1;
2024_2025_2;IT002;IT002.P221.2;1;;7;67890;2;10/03/2025;07/06/2025;B3.04;;HT1;
2024_2025_2;CE103;CE103.P21.1;1;;4;67890;2;03/03/2025;17/05/2025;B3.04;;HT1;
2024_2025_2;CE103;CE103.P21.2;1;;4;67890;2;10/03/2025;07/06/2025;B3.04;;HT1;
2024_2025_2;CE103;CE103.P24.1;1;;5;12345;2;03/03/2025;17/05/2025;B3.04;;HT1;
2024_2025_2;CE103;CE103.P24.2;1;;5;12345;2;10/03/2025;07/06/2025;B3.04;;HT1;
2024_2025_2;IT002;IT002.P23.1;1;;2;67890;2;03/03/2025;17/05/2025;B3.06;;HT1;
2024_2025_2;IT002;IT002.P23.2;1;;2;67890;2;10/03/2025;07/06/2025;B3.06;;HT1;
2024_2025_2;IT002;IT002.P24.1;1;;2;12345;2;03/03/2025;17/05/2025;B3.06;;HT1;
2024_2025_2;IT002;IT002.P24.2;1;;2;12345;2;10/03/2025;07/06/2025;B3.06;;HT1;
2024_2025_2;IT002;IT002.P212.1;1;;4;12345;2;03/03/2025;17/05/2025;B3.06;;HT1;
2024_2025_2;IT002;IT002.P212.2;1;;4;12345;2;10/03/2025;07/06/2025;B3.06;;HT1;
2024_2025_2;IT002;IT002.P216.1;1;;5;12345;2;03/03/2025;17/05/2025;B3.06;;HT1;
2024_2025_2;IT002;IT002.P216.2;1;;5;12345;2;10/03/2025;07/06/2025;B3.06;;HT1;
2024_2025_2;IT002;IT002.P219.1;1;;6;67890;2;03/03/2025;17/05/2025;B3.06;;HT1;
2024_2025_2;IT002;IT002.P219.2;1;;6;67890;2;10/03/2025;07/06/2025;B3.06;;HT1;
2024_2025_2;IT003;IT003.P26.1;1;;3;12345;2;03/03/2025;17/05/2025;B3.06;;HT1;
2024_2025_2;IT003;IT003.P26.2;1;;3;12345;2;10/03/2025;07/06/2025;B3.06;;HT1;
2024_2025_2;CE433;CE433.P22.1;1;;6;12345;2;03/03/2025;17/05/2025;B3.06;;HT1;
2024_2025_2;CE433;CE433.P22.2;1;;6;12345;2;10/03/2025;07/06/2025;B3.06;;HT1;
2024_2025_2;CE340;CE340.P21.1;1;;3;67890;2;03/03/2025;17/05/2025;B3.06;;HT1;
2024_2025_2;CE340;CE340.P21.2;1;;3;67890;2;10/03/2025;07/06/2025;B3.06;;HT1;
2024_2025_2;CE103;CE103.P23.1;1;;5;67890;2;03/03/2025;17/05/2025;B3.06;;HT1;
2024_2025_2;CE103;CE103.P23.2;1;;5;67890;2;10/03/2025;07/06/2025;B3.06;;HT1;
2024_2025_2;IS211;IS211.P21.1;1;;7;12345;2;03/03/2025;17/05/2025;B3.06;;HT1;
2024_2025_2;IS211;IS211.P21.2;1;;7;12345;2;10/03/2025;07/06/2025;B3.06;;HT1;
2024_2025_2;IT007;IT007.P29.1;1;;6;67890;2;03/03/2025;17/05/2025;B3.08;;HT1;
2024_2025_2;IT007;IT007.P29.2;1;;6;67890;2;10/03/2025;07/06/2025;B3.08;;HT1;
2024_2025_2;CE103;CE103.P22.1;1;;4;12345;2;03/03/2025;17/05/2025;B3.08;;HT1;
2024_2025_2;CE103;CE103.P22.2;1;;4;12345;2;10/03/2025;07/06/2025;B3.08;;HT1;
2024_2025_2;NT532;NT532.P21.1;1;;4;67890;2;03/03/2025;24/05/2025;B3.08;;HT1;
2024_2025_2;NT532;NT532.P21.2;1;;4;67890;2;10/03/2025;31/05/2025;B3.08;;HT1;
2024_2025_2;NT101;NT101.P21.1;1;;5;12345;2;03/03/2025;24/05/2025;B3.08;;HT1;
2024_2025_2;NT101;NT101.P21.2;1;;5;12345;2;10/03/2025;31/05/2025;B3.08;;HT1;
2024_2025_2;IT012;IT012.P25.1;1;;7;67890;2;03/03/2025;17/05/2025;B3.08;;HT1;
2024_2025_2;IT012;IT012.P25.2;1;;7;67890;2;10/03/2025;07/06/2025;B3.08;;HT1;
2024_2025_2;CE213;CE213.P21.1;1;;6;67890;2;03/03/2025;17/05/2025;B4.02;;HT1;
2024_2025_2;CE213;CE213.P21.2;1;;6;67890;2;10/03/2025;07/06/2025;B4.02;;HT1;
2024_2025_2;IE303;IE303.P22.1;1;;5;67890;2;03/03/2025;17/05/2025;B4.02;;HT1;
2024_2025_2;IE303;IE303.P22.2;1;;5;67890;2;10/03/2025;07/06/2025;B4.02;;HT1;
2024_2025_2;IE213;IE213.P21.1;1;;3;67890;2;03/03/2025;17/05/2025;B4.02;;HT1;
2024_2025_2;IE213;IE213.P21.2;1;;3;67890;2;10/03/2025;07/06/2025;B4.02;;HT1;
2024_2025_2;NT531;NT531.P21.1;1;;4;67890;2;03/03/2025;24/05/2025;B4.02;;HT1;
2024_2025_2;NT531;NT531.P21.2;1;;4;67890;2;10/03/2025;31/05/2025;B4.02;;HT1;
2024_2025_2;IS201;IS201.P23.1;1;;4;12345;2;03/03/2025;17/05/2025;B4.02;;HT1;
2024_2025_2;IS201;IS201.P23.2;1;;4;12345;2;10/03/2025;07/06/2025;B4.02;;HT1;
2024_2025_2;IT002;IT002.P218.1;1;;6;12345;2;03/03/2025;17/05/2025;B4.04;;HT1;
2024_2025_2;IT002;IT002.P218.2;1;;6;12345;2;10/03/2025;07/06/2025;B4.04;;HT1;
2024_2025_2;IT003;IT003.P23.1;1;;2;67890;2;03/03/2025;17/05/2025;B4.04;;HT1;
2024_2025_2;IT003;IT003.P23.2;1;;2;67890;2;10/03/2025;07/06/2025;B4.04;;HT1;
2024_2025_2;IT007;IT007.P25.1;1;;4;67890;2;03/03/2025;17/05/2025;B4.04;;HT1;
2024_2025_2;IT007;IT007.P25.2;1;;4;67890;2;10/03/2025;07/06/2025;B4.04;;HT1;
2024_2025_2;IT007;IT007.P26.1;1;;4;12345;2;03/03/2025;17/05/2025;B4.04;;HT1;
2024_2025_2;IT007;IT007.P26.2;1;;4;12345;2;10/03/2025;07/06/2025;B4.04;;HT1;
2024_2025_2;CE232;CE232.P21.1;1;;6;67890;2;03/03/2025;17/05/2025;B4.04;;HT1;
2024_2025_2;CE232;CE232.P21.2;1;;6;67890;2;10/03/2025;07/06/2025;B4.04;;HT1;
2024_2025_2;IE108;IE108.P21.CNVN.1;1;;5;67890;2;03/03/2025;17/05/2025;B4.04;;HT1;
2024_2025_2;IE108;IE108.P21.CNVN.2;1;;5;67890;2;10/03/2025;07/06/2025;B4.04;;HT1;
2024_2025_2;NT230;NT230.P21.ANTT.1;1;;4;67890;2;03/03/2025;24/05/2025;B4.06;;HT1;
2024_2025_2;NT230;NT230.P21.ANTT.2;1;;4;67890;2;10/03/2025;31/05/2025;B4.06;;HT1;
2024_2025_2;NT230;NT230.P22.ANTT.1;1;;5;67890;2;03/03/2025;24/05/2025;B4.06;;HT1;
2024_2025_2;NT230;NT230.P22.ANTT.2;1;;5;67890;2;10/03/2025;31/05/2025;B4.06;;HT1;
2024_2025_2;NT330;NT330.P21.ANTT.1;1;;3;12345;2;03/03/2025;24/05/2025;B4.06;;HT1;
2024_2025_2;NT204;NT204.P22.ANTT.1;1;;6;67890;2;03/03/2025;24/05/2025;B4.06;;HT1;
2024_2025_2;NT204;NT204.P22.ANTT.2;1;;6;67890;2;10/03/2025;31/05/2025;B4.06;;HT1;
2024_2025_2;NT334;NT334.P21.ANTT.1;1;;5;12345;2;03/03/2025;24/05/2025;B4.06;;HT1;
2024_2025_2;NT334;NT334.P21.ANTT.2;1;;5;12345;2;10/03/2025;31/05/2025;B4.06;;HT1;
2024_2025_2;NT208;NT208.P22.ANTT.1;1;;4;12345;2;03/03/2025;24/05/2025;B4.06;;HT1;
2024_2025_2;NT208;NT208.P22.ANTT.2;1;;4;12345;2;10/03/2025;31/05/2025;B4.06;;HT1;
2024_2025_2;NT534;NT534.P21.ANTT.1;1;;3;12345;2;03/03/2025;24/05/2025;B4.08;;HT1;
2024_2025_2;NT534;NT534.P21.ANTT.2;1;;3;12345;2;10/03/2025;31/05/2025;B4.08;;HT1;
2024_2025_2;NT522;NT522.P21.ANTT.1;1;;6;67890;2;03/03/2025;24/05/2025;B4.08;;HT1;
2024_2025_2;NT522;NT522.P21.ANTT.2;1;;6;67890;2;10/03/2025;31/05/2025;B4.08;;HT1;
2024_2025_2;NT106;NT106.P21.ANTT.1;1;;2;12345;2;03/03/2025;24/05/2025;B4.08;;HT1;
2024_2025_2;NT106;NT106.P21.ANTT.2;1;;2;12345;2;10/03/2025;31/05/2025;B4.08;;HT1;
2024_2025_2;NT208;NT208.P23.ANTT.1;1;;5;12345;2;03/03/2025;24/05/2025;B4.08;;HT1;
2024_2025_2;NT208;NT208.P23.ANTT.2;1;;5;12345;2;10/03/2025;31/05/2025;B4.08;;HT1;
2024_2025_2;IT002;IT002.P25.1;1;;3;67890;2;03/03/2025;17/05/2025;B5.02;;HT1;
2024_2025_2;IT002;IT002.P25.2;1;;3;67890;2;10/03/2025;07/06/2025;B5.02;;HT1;
2024_2025_2;IT003;IT003.P21.1;1;;2;67890;2;03/03/2025;17/05/2025;B5.02;;HT1;
2024_2025_2;IT003;IT003.P21.2;1;;2;67890;2;10/03/2025;07/06/2025;B5.02;;HT1;
2024_2025_2;IT003;IT003.P22.1;1;;2;12345;2;03/03/2025;17/05/2025;B5.02;;HT1;
2024_2025_2;IT003;IT003.P22.2;1;;2;12345;2;10/03/2025;07/06/2025;B5.02;;HT1;
2024_2025_2;IT003;IT003.P210.1;1;;4;67890;2;03/03/2025;17/05/2025;B5.02;;HT1;
2024_2025_2;IT003;IT003.P210.2;1;;4;67890;2;10/03/2025;07/06/2025;B5.02;;HT1;
2024_2025_2;IT003;IT003.P214.1;1;;3;12345;2;03/03/2025;17/05/2025;B5.02;;HT1;
2024_2025_2;IT003;IT003.P214.2;1;;3;12345;2;10/03/2025;07/06/2025;B5.02;;HT1;
2024_2025_2;IE212;IE212.P22.1;1;;5;67890;2;03/03/2025;17/05/2025;B5.02;;HT1;
2024_2025_2;IE212;IE212.P22.2;1;;5;67890;2;10/03/2025;07/06/2025;B5.02;;HT1;
2024_2025_2;IS216;IS216.P23.1;1;;6;67890;2;03/03/2025;17/05/2025;B5.02;;HT1;
2024_2025_2;IS216;IS216.P23.2;1;;6;67890;2;10/03/2025;07/06/2025;B5.02;;HT1;
2024_2025_2;IT005;IT005.P21.1;1;;3;67890;2;03/03/2025;17/05/2025;B5.04;;HT1;
2024_2025_2;IT005;IT005.P21.2;1;;3;67890;2;10/03/2025;07/06/2025;B5.04;;HT1;
2024_2025_2;IT007;IT007.P28.1;1;;5;67890;2;03/03/2025;17/05/2025;B5.04;;HT1;
2024_2025_2;IT007;IT007.P28.2;1;;5;67890;2;10/03/2025;07/06/2025;B5.04;;HT1;
2024_2025_2;IT012;IT012.P22.1;1;;6;12345;2;03/03/2025;17/05/2025;B5.04;;HT1;
2024_2025_2;IT012;IT012.P22.2;1;;6;12345;2;10/03/2025;07/06/2025;B5.04;;HT1;
2024_2025_2;PH002;PH002.P22.1;1;;2;12345;2;03/03/2025;17/05/2025;B5.04;;HT1;
2024_2025_2;PH002;PH002.P22.2;1;;2;12345;2;10/03/2025;07/06/2025;B5.04;;HT1;
2024_2025_2;IE229;IE229.P21.CNVN.2;1;;2;67890;2;24/03/2025;07/06/2025;B5.04;;HT1;
2024_2025_2;IE229;IE229.P21.CNVN.3;1;;4;67890;2;17/03/2025;17/05/2025;B5.04;;HT1;
2024_2025_2;DS108;DS108.P21.1;1;;4;12345;2;03/03/2025;17/05/2025;B5.04;;HT1;
2024_2025_2;DS108;DS108.P21.2;1;;4;12345;2;10/03/2025;07/06/2025;B5.04;;HT1;
2024_2025_2;NT106;NT106.P22.ANTT.1;1;;3;12345;2;03/03/2025;24/05/2025;B5.04;;HT1;
2024_2025_2;NT106;NT106.P22.ANTT.2;1;;3;12345;2;10/03/2025;31/05/2025;B5.04;;HT1;
2024_2025_2;IS211;IS211.P22.1;1;;6;67890;2;03/03/2025;17/05/2025;B5.04;;HT1;
2024_2025_2;IS211;IS211.P22.2;1;;6;67890;2;10/03/2025;07/06/2025;B5.04;;HT1;
2024_2025_2;IS208;IS208.P22.1;1;;5;12345;2;03/03/2025;17/05/2025;B5.04;;HT1;
2024_2025_2;IS208;IS208.P22.2;1;;5;12345;2;10/03/2025;07/06/2025;B5.04;;HT1;
2024_2025_2;IT002;IT002.P220.1;1;;6;12345;2;03/03/2025;17/05/2025;B5.06;;HT1;
2024_2025_2;IT002;IT002.P220.2;1;;6;12345;2;10/03/2025;07/06/2025;B5.06;;HT1;
2024_2025_2;IT003;IT003.P27.1;1;;3;67890;2;03/03/2025;17/05/2025;B5.06;;HT1;
2024_2025_2;IT003;IT003.P27.2;1;;3;67890;2;10/03/2025;07/06/2025;B5.06;;HT1;
2024_2025_2;IT003;IT003.P211.1;1;;4;12345;2;03/03/2025;17/05/2025;B5.06;;HT1;
2024_2025_2;IT003;IT003.P211.2;1;;4;12345;2;10/03/2025;07/06/2025;B5.06;;HT1;
2024_2025_2;IT012;IT012.P21.1;1;;6;67890;2;03/03/2025;17/05/2025;B5.06;;HT1;
2024_2025_2;IT012;IT012.P21.2;1;;6;67890;2;10/03/2025;07/06/2025;B5.06;;HT1;
2024_2025_2;IT012;IT012.P24.1;1;;5;67890;2;03/03/2025;17/05/2025;B5.06;;HT1;
2024_2025_2;IT012;IT012.P24.2;1;;5;67890;2;10/03/2025;07/06/2025;B5.06;;HT1;
2024_2025_2;PH002;PH002.P23.1;1;;3;12345;2;03/03/2025;17/05/2025;B5.06;;HT1;
2024_2025_2;PH002;PH002.P23.2;1;;3;12345;2;10/03/2025;07/06/2025;B5.06;;HT1;
2024_2025_2;IS405;IS405.P21.1;1;;2;67890;2;03/03/2025;17/05/2025;B5.06;;HT1;Môn K17/chuyên đề tốt nghiệp
2024_2025_2;IS405;IS405.P21.2;1;;2;67890;2;10/03/2025;07/06/2025;B5.06;;HT1;Môn K17/chuyên đề tốt nghiệp
2024_2025_2;IS405;IS405.P23.1;1;;5;12345;2;03/03/2025;17/05/2025;B5.06;;HT1;Môn K17/chuyên đề tốt nghiệp
2024_2025_2;IS405;IS405.P23.2;1;;5;12345;2;10/03/2025;07/06/2025;B5.06;;HT1;Môn K17/chuyên đề tốt nghiệp
2024_2025_2;CE118;CE118.P21.1;1;;5;67890;2;03/03/2025;17/05/2025;B5.08;;HT1;Xếp phòng B508
2024_2025_2;CE118;CE118.P21.2;1;;5;67890;2;10/03/2025;07/06/2025;B5.08;;HT1;Xếp phòng B508
2024_2025_2;CE122;CE122.P21.1;1;;2;12345;2;03/03/2025;17/05/2025;B5.08;;HT1;Xếp phòng B508
2024_2025_2;CE122;CE122.P21.2;1;;2;12345;2;10/03/2025;07/06/2025;B5.08;;HT1;Xếp phòng B508
2024_2025_2;CE122;CE122.P22.1;1;;2;67890;2;03/03/2025;17/05/2025;B5.08;;HT1;Xếp phòng B508
2024_2025_2;CE122;CE122.P22.2;1;;2;67890;2;10/03/2025;07/06/2025;B5.08;;HT1;Xếp phòng B508
2024_2025_2;CE122;CE122.P23.1;1;;3;67890;2;03/03/2025;17/05/2025;B5.08;;HT1;Xếp phòng B508
2024_2025_2;CE122;CE122.P23.2;1;;3;67890;2;10/03/2025;07/06/2025;B5.08;;HT1;Xếp phòng B508
2024_2025_2;CE122;CE122.P24.1;1;;3;12345;2;03/03/2025;17/05/2025;B5.08;;HT1;Xếp phòng B508
2024_2025_2;CE122;CE122.P24.2;1;;3;12345;2;10/03/2025;07/06/2025;B5.08;;HT1;Xếp phòng B508
2024_2025_2;MM004;MM004.P21.1;2;;2;12345;1;17/02/2025;29/03/2025;C306;;HT1;
2024_2025_2;MM004;MM004.P21.3;2;;6;12345;1;17/02/2025;29/03/2025;C306;;HT1;
2024_2025_2;NT535;NT535.P21.1;1;;2;67890;2;03/03/2025;24/05/2025;E3.1;;HT1;
2024_2025_2;NT132;NT132.P24.1;1;;5;67890;2;03/03/2025;24/05/2025;E3.1;;HT1;
2024_2025_2;NT132;NT132.P24.2;1;;5;67890;2;10/03/2025;31/05/2025;E3.1;;HT1;
2024_2025_2;NT131;NT131.P21.1;1;;6;67890;2;03/03/2025;24/05/2025;E3.1;;HT1;
2024_2025_2;NT131;NT131.P22.1;1;;4;67890;2;03/03/2025;24/05/2025;E3.1;;HT1;
2024_2025_2;NT131;NT131.P22.2;1;;4;67890;2;10/03/2025;31/05/2025;E3.1;;HT1;
2024_2025_2;NT131;NT131.P23.1;1;;2;12345;2;03/03/2025;24/05/2025;E3.1;;HT1;
2024_2025_2;NT131;NT131.P24.1;1;;3;12345;2;03/03/2025;24/05/2025;E3.1;;HT1;
2024_2025_2;NT131;NT131.P24.2;1;;3;12345;2;10/03/2025;31/05/2025;E3.1;;HT1;
