ma_mon_hoc,ma_lop,ma_giang_vien,ngay_thi,ca_thi,phong_thi,hinh_thuc_thi,gk_ck
IT001,IT001.Q11,,2026-01-08,2,B1.12,,CK
IT001,IT001.Q11.CNVN,,2026-01-08,2,C310,,CK
IT001,IT001.Q11.CNVN,,2026-01-08,2,C312,,CK
IT001,IT001.Q11.CTTN,,2026-01-08,2,C313,,CK
IT001,IT001.Q11.CTTN,,2026-01-08,2,C311,,CK
IT001,IT001.Q11.TTNT,,2026-01-08,2,B3.10,,CK
IT001,IT001.Q11.VMTN,,2026-01-08,2,C314,,CK
IT001,IT001.Q110,,2026-01-08,2,B1.06,,CK
IT001,IT001.Q110,,2026-01-08,2,B1.08,,CK
IT001,IT001.Q111,,2026-01-08,2,B4.10,,CK
IT001,IT001.Q111,,2026-01-08,2,B4.12,,CK
IT001,IT001.Q112,,2026-01-08,2,B1.02,,CK
IT001,IT001.Q112,,2026-01-08,2,B1.04,,CK
IT001,IT001.Q113,,2026-01-08,2,B1.14,,CK
IT001,IT001.Q114,,2026-01-08,2,B6.04,,CK
IT001,IT001.Q114,,2026-01-08,2,B3.12,,CK
IT001,IT001.Q115,,2026-01-08,2,B5.10,,CK
IT001,IT001.Q115,,2026-01-08,2,B5.12,,CK
IT001,IT001.Q116,,2026-01-08,2,B4.20,,CK
IT001,IT001.Q116,,2026-01-08,2,B4.22,,CK
IT001,IT001.Q117,,2026-01-08,2,B3.16,,CK
IT001,IT001.Q117,,2026-01-08,2,B3.18,,CK
IT001,IT001.Q118,,2026-01-08,2,B3.14,,CK
IT001,IT001.Q119,,2026-01-08,2,A325,,CK
IT001,IT001.Q119,,2026-01-08,2,B1.16,,CK
IT001,IT001.Q12,,2026-01-08,2,A315,,CK
IT001,IT001.Q12,,2026-01-08,2,B6.02,,CK
IT001,IT001.Q12.CNVN,,2026-01-08,2,B7.08,,CK
IT001,IT001.Q120,,2026-01-08,2,C201,,CK
IT001,IT001.Q120,,2026-01-08,2,C102,,CK
IT001,IT001.Q121,,2026-01-08,2,B9.02,,CK
IT001,IT001.Q122,,2026-01-08,2,C206,,CK
IT001,IT001.Q122,,2026-01-08,2,C202,,CK
IT001,IT001.Q123,,2026-01-08,2,C101,,CK
IT001,IT001.Q123,,2026-01-08,2,B7.04,,CK
IT001,IT001.Q124,,2026-01-08,2,C307,,CK
IT001,IT001.Q124,,2026-01-08,2,C309,,CK
IT001,IT001.Q125,,2026-01-08,2,B7.02,,CK
IT001,IT001.Q126,,2026-01-08,2,C210,,CK
IT001,IT001.Q126,,2026-01-08,2,B1.22,,CK
IT001,IT001.Q127,,2026-01-08,2,B6.08,,CK
IT001,IT001.Q127,,2026-01-08,2,B6.10,,CK
IT001,IT001.Q128,,2026-01-08,2,C212,,CK
IT001,IT001.Q128,,2026-01-08,2,B1.20,,CK
IT001,IT001.Q13,,2026-01-08,2,C216,,CK
IT001,IT001.Q13,,2026-01-08,2,B1.18,,CK
IT001,IT001.Q13.CNVN,,2026-01-08,2,B5.14,,CK
IT001,IT001.Q14,,2026-01-08,2,B4.14,,CK
IT001,IT001.Q15,,2026-01-08,2,C208,,CK
IT001,IT001.Q15,,2026-01-08,2,B7.06,,CK
IT001,IT001.Q16,,2026-01-08,2,B6.12,,CK
IT001,IT001.Q17,,2026-01-08,2,B6.06,,CK
IT001,IT001.Q18,,2026-01-08,2,B3.20,,CK
IT001,IT001.Q18,,2026-01-08,2,B3.22,,CK
IT001,IT001.Q19,,2026-01-08,2,B4.16,,CK
IT001,IT001.Q19,,2026-01-08,2,B4.18,,CK
CS431,CS431.Q11,,2026-01-09,1,B3.14,,CK
CS431,CS431.Q12,,2026-01-09,1,B3.10,,CK
CS431,CS431.Q12,,2026-01-09,1,B3.12,,CK
CS529,CS529.Q11,,2026-01-09,2,B7.04,,CK
CS406,CS406.Q11,,2026-01-13,3,B3.10,,CK
CS406,CS406.Q11,,2026-01-13,3,B3.12,,CK
CS406,CS406.Q12,,2026-01-13,3,B6.02,,CK
CS406,CS406.Q12,,2026-01-13,3,B6.04,,CK
CS005,CS005.Q11,,2026-01-16,2,B1.14,,CK
CS005,CS005.Q11,,2026-01-16,2,B4.14,,CK
CS005,CS005.Q12,,2026-01-16,2,B3.20,,CK
CS005,CS005.Q12,,2026-01-16,2,B3.22,,CK
CS005,CS005.Q12,,2026-01-16,2,B3.18,,CK
CS116,CS116.Q11,,2026-01-16,2,B3.10,,CK
CS116,CS116.Q11,,2026-01-16,2,B3.12,,CK
CS116,CS116.Q12,,2026-01-16,2,B6.02,,CK
CS116,CS116.Q12,,2026-01-16,2,B6.04,,CK
CS231,CS231.Q11,,2026-01-19,1,B1.16,,CK
CS231,CS231.Q11,,2026-01-19,1,B1.18,,CK
CS331,CS331.Q11,,2026-01-19,1,B3.14,,CK
CS331,CS331.Q11.KHTN,,2026-01-19,1,B4.12,,CK
CS336,CS336.Q11,,2026-01-19,3,B3.10,,CK
CS336,CS336.Q11,,2026-01-19,3,B3.12,,CK
CS336,CS336.Q11.KHTN,,2026-01-19,3,E42,,CK
CS229,CS229.Q11,,2026-01-20,2,B1.20,,CK
CSBU101,CSBU101.Q11.KHBC,,2026-01-21,1,B1.20,,CK
AI001,AI001.Q11,,2026-01-21,2,B3.16,,CK
CS115,CS115.Q11,,2026-01-21,2,B4.16,,CK
CS115,CS115.Q11,,2026-01-21,2,B4.18,,CK
CS115,CS115.Q11.KHTN,,2026-01-21,2,B6.02,,CK
CS115,CS115.Q12,,2026-01-21,2,B3.14,,CK
CS115,CS115.Q13,,2026-01-21,2,B4.14,,CK
CS115,CS115.Q13,,2026-01-21,2,B6.06,,CK
CS115,CS115.Q14,,2026-01-21,2,B3.22,,CK
CS419,CS419.Q11,,2026-01-21,2,B4.10,,CK
IT003,IT003.Q11,,2026-01-21,3,B1.16,,CK
IT003,IT003.Q11,,2026-01-21,3,B1.18,,CK
IT003,IT003.Q12,,2026-01-21,3,B3.10,,CK
IT003,IT003.Q12,,2026-01-21,3,B3.12,,CK
IT003,IT003.Q13,,2026-01-21,3,B3.16,,CK
IT003,IT003.Q13,,2026-01-21,3,B3.18,,CK
IT003,IT003.Q14,,2026-01-21,3,B3.20,,CK
IT003,IT003.Q14,,2026-01-21,3,B3.22,,CK
IT003,IT003.Q15,,2026-01-21,3,B6.02,,CK
IT003,IT003.Q15,,2026-01-21,3,B6.04,,CK
IT003,IT003.Q16,,2026-01-21,3,B4.16,,CK
IT003,IT003.Q16,,2026-01-21,3,B4.18,,CK
IT003,IT003.Q17,,2026-01-21,3,B5.10,,CK
IT003,IT003.Q17,,2026-01-21,3,B5.12,,CK
IT003,IT003.Q18,,2026-01-21,3,B4.22,,CK
CE339,CE339.Q11,,2026-01-07,3,B3.10,,CK
CE435,CE435.Q11,,2026-01-09,1,B3.20,,CK
IT007,IT007.Q11,,2026-01-13,2,B4.12,,CK
IT007,IT007.Q11,,2026-01-13,2,B4.16,,CK
IT007,IT007.Q11.CTTN,,2026-01-13,2,B3.14,,CK
IT007,IT007.Q110,,2026-01-13,2,B1.14,,CK
IT007,IT007.Q111,,2026-01-13,2,B4.10,,CK
IT007,IT007.Q111,,2026-01-13,2,B4.18,,CK
IT007,IT007.Q112,,2026-01-13,2,B1.12,,CK
IT007,IT007.Q112,,2026-01-13,2,B1.16,,CK
IT007,IT007.Q113,,2026-01-13,2,B6.06,,CK
IT007,IT007.Q114,,2026-01-13,2,B7.02,,CK
IT007,IT007.Q12,,2026-01-13,2,B1.10,,CK
IT007,IT007.Q12,,2026-01-13,2,B1.18,,CK
IT007,IT007.Q13,,2026-01-13,2,B4.14,,CK
IT007,IT007.Q14,,2026-01-13,2,B3.10,,CK
IT007,IT007.Q14,,2026-01-13,2,B3.12,,CK
IT007,IT007.Q15,,2026-01-13,2,B4.20,,CK
IT007,IT007.Q15,,2026-01-13,2,B4.22,,CK
IT007,IT007.Q16,,2026-01-13,2,B5.10,,CK
IT007,IT007.Q16,,2026-01-13,2,B5.12,,CK
IT007,IT007.Q17,,2026-01-13,2,B6.02,,CK
IT007,IT007.Q17,,2026-01-13,2,B6.04,,CK
IT007,IT007.Q18,,2026-01-13,2,B6.12,,CK
IT007,IT007.Q19,,2026-01-13,2,B5.14,,CK
CE222,CE222.Q11,,2026-01-13,3,B1.14,,CK
IT010,IT010.Q11,,2026-01-13,3,B4.20,,CK
IT010,IT010.Q11,,2026-01-13,3,B4.22,,CK
IT010,IT010.Q12,,2026-01-13,3,B1.20,,CK
IT010,IT010.Q12,,2026-01-13,3,B1.22,,CK
IT010,IT010.Q13,,2026-01-13,3,B1.16,,CK
IT010,IT010.Q13,,2026-01-13,3,B1.18,,CK
CE125,CE125.Q11,,2026-01-16,2,B1.02,,CK
CE125,CE125.Q11.VMTN,,2026-01-16,2,B1.04,,CK
CE125,CE125.Q12,,2026-01-16,2,B1.20,,CK
CE213,CE213.Q11,,2026-01-16,2,B1.22,,CK
CE213,CE213.Q12,,2026-01-16,2,B1.12,,CK
IT012,IT012.Q11,,2026-01-16,2,B5.10,,CK
IT012,IT012.Q11,,2026-01-16,2,B5.12,,CK
IT012,IT012.Q11.CNVN,,2026-01-16,2,C309,,CK
IT012,IT012.Q11.CNVN,,2026-01-16,2,C311,,CK
IT012,IT012.Q12,,2026-01-16,2,B4.16,,CK
IT012,IT012.Q12,,2026-01-16,2,B4.18,,CK
IT012,IT012.Q12.CNVN,,2026-01-16,2,C314,,CK
IT012,IT012.Q12.CNVN,,2026-01-16,2,C214,,CK
IT012,IT012.Q13,,2026-01-16,2,B6.06,,CK
IT012,IT012.Q15,,2026-01-16,2,B1.16,,CK
IT012,IT012.Q15,,2026-01-16,2,B1.18,,CK
CE124,CE124.Q11,,2026-01-19,1,B1.14,,CK
CE124,CE124.Q12,,2026-01-19,1,B1.10,,CK
CE124,CE124.Q12,,2026-01-19,1,B1.12,,CK
CE124,CE124.Q13,,2026-01-19,1,B7.02,,CK
CE124,CE124.Q14,,2026-01-19,1,B3.10,,CK
CE124,CE124.Q14,,2026-01-19,1,B3.12,,CK
CE118,CE118.Q11,,2026-01-19,3,B3.14,,CK
CE118,CE118.Q11.VMTN,,2026-01-19,3,E41,,CK
CE118,CE118.Q12,,2026-01-19,3,B1.20,,CK
CE118,CE118.Q14,,2026-01-19,3,B4.14,,CK
CE118,CE118.Q15,,2026-01-19,3,B3.20,,CK
CE118,CE118.Q16,,2026-01-19,3,B1.14,,CK
CE118,CE118.Q17,,2026-01-19,3,B1.22,,CK
CE224,CE224.Q11,,2026-01-20,2,B4.14,,CK
CE224,CE224.Q12,,2026-01-20,2,B1.10,,CK
CE224,CE224.Q12,,2026-01-20,2,B1.12,,CK
CE224,CE224.Q13,,2026-01-20,2,B1.14,,CK
CE224,CE224.Q15,,2026-01-20,2,B7.02,,CK
IT006,IT006.Q11,,2026-01-20,2,B1.16,,CK
IT006,IT006.Q11,,2026-01-20,2,B1.18,,CK
IT006,IT006.Q11.VMTN,,2026-01-20,2,B1.08,,CK
IT006,IT006.Q12,,2026-01-20,2,B6.06,,CK
IT006,IT006.Q13,,2026-01-20,2,B3.10,,CK
IT006,IT006.Q13,,2026-01-20,2,B3.12,,CK
IT006,IT006.Q14,,2026-01-20,2,B3.16,,CK
IT006,IT006.Q14,,2026-01-20,2,B3.18,,CK
IT006,IT006.Q15,,2026-01-20,2,B3.14,,CK
CE005,CE005.Q11,,2026-01-21,2,B1.20,,CK
CE005,CE005.Q11,,2026-01-21,2,B1.22,,CK
CE005,CE005.Q11,,2026-01-21,2,B1.16,,CK
CE005,CE005.Q11,,2026-01-21,2,B1.18,,CK
CE005,CE005.Q11,,2026-01-21,2,B3.18,,CK
CE006,CE006.Q11,,2026-01-21,2,B3.10,,CK
CE006,CE006.Q11,,2026-01-21,2,B3.12,,CK
CE006,CE006.Q11.VMTN,,2026-01-21,2,B1.10,,CK
CE410,CE410.Q11,,2026-01-21,2,B1.12,,CK
PH002,PH002.Q11,,2026-01-21,2,B1.14,,CK
PH002,PH002.Q12,,2026-01-21,2,B7.02,,CK
PH002,PH002.Q13,,2026-01-21,2,B9.02,,CK
PH002,PH002.Q14,,2026-01-21,2,B5.10,,CK
PH002,PH002.Q14,,2026-01-21,2,B5.12,,CK
PH002,PH002.Q15,,2026-01-21,2,B6.08,,CK
PH002,PH002.Q15,,2026-01-21,2,B6.10,,CK
PH002,PH002.Q16,,2026-01-21,2,B6.12,,CK
IE231,IE231.Q11,,2026-01-06,3,B3.10,,CK
NT131,NT131.Q11,,2026-01-06,3,B4.14,,CK
NT522,NT522.Q11.ANTT,,2026-01-06,3,B3.18,,CK
NT113,NT113.Q11,,2026-01-07,1,B4.10,,CK
NT113,NT113.Q11,,2026-01-07,1,B4.12,,CK
NT521,NT521.Q11.ANTN,,2026-01-07,1,B6.04,,CK
NT521,NT521.Q12.ANTT,,2026-01-07,1,B6.06,,CK
NT521,NT521.Q13.ANTT,,2026-01-07,1,B1.02,,CK
NT521,NT521.Q13.ANTT,,2026-01-07,1,B1.04,,CK
NT542,NT542.Q11,,2026-01-07,1,B1.20,,CK
NT219,NT219.Q11.ANTN,,2026-01-07,3,B1.16,,CK
NT219,NT219.Q12.ANTT,,2026-01-07,3,B1.12,,CK
NT533,NT533.Q11,,2026-01-07,3,B6.06,,CK
