Mã phường/xã mới ;Tên Phường/Xã mới;Tên tỉnh/TP mới;Mã tỉnh (TMS)
40909066;Xã Cam Lộ;Tỉnh Quảng Trị;409
40909067;Xã Hiếu Giang;Tỉnh Quảng Trị;409
40911068;Xã Triệu Phong;Tỉnh Quảng Trị;409
40911069;Xã Ái Tử;Tỉnh Quảng Trị;409
40911070;Xã Triệu Bình;Tỉnh Quảng Trị;409
40911071;Xã Triệu Cơ;Tỉnh Quảng Trị;409
40911072;Xã Nam Cửa Việt;Tỉnh Quảng Trị;409
40913073;Xã Diên Sanh;Tỉnh Quảng Trị;409
40913074;Xã Mỹ Thủy;Tỉnh Quảng Trị;409
40913075;Xã Hải Lăng;Tỉnh Quảng Trị;409
40913076;Xã Vĩnh Định;Tỉnh Quảng Trị;409
40913077;Xã Nam Hải Lăng;Tỉnh Quảng Trị;409
40919078;Đặc khu Cồn Cỏ;Tỉnh Quảng Trị;409
41109001;Phường Thuận An;Thành phố Huế;411
41119002;Phường Hóa Châu;Thành phố Huế;411
41109003;Phường Mỹ Thượng;Thành phố Huế;411
41101004;Phường Vỹ Dạ;Thành phố Huế;411
41101005;Phường Thuận Hóa;Thành phố Huế;411
41101006;Phường An Cựu;Thành phố Huế;411
41101007;Phường Thủy Xuân;Thành phố Huế;411
41119008;Phường Kim Long;Thành phố Huế;411
41119009;Phường Hương An;Thành phố Huế;411
41119010;Phường Phú Xuân;Thành phố Huế;411
41107011;Phường Hương Trà;Thành phố Huế;411
41107012;Phường Kim Trà;Thành phố Huế;411
41111013;Phường Thanh Thủy;Thành phố Huế;411
41111014;Phường Hương Thủy;Thành phố Huế;411
41111015;Phường Phú Bài;Thành phố Huế;411
41103016;Phường Phong Điền;Thành phố Huế;411
41103017;Phường Phong Thái;Thành phố Huế;411
41103018;Phường Phong Dinh;Thành phố Huế;411
41103019;Phường Phong Phú;Thành phố Huế;411
41105020;Phường Phong Quảng;Thành phố Huế;411
41105021;Xã Đan Điền;Thành phố Huế;411
41105022;Xã Quảng Điền;Thành phố Huế;411
41109023;Xã Phú Vinh;Thành phố Huế;411
41109024;Xã Phú Hồ;Thành phố Huế;411
41109025;Xã Phú Vang;Thành phố Huế;411
41113026;Xã Vinh Lộc;Thành phố Huế;411
41113027;Xã Hưng Lộc;Thành phố Huế;411
41113028;Xã Lộc An;Thành phố Huế;411
41113029;Xã Phú Lộc;Thành phố Huế;411
41113030;Xã Chân Mây – Lăng Cô;Thành phố Huế;411
41113031;Xã Long Quảng;Thành phố Huế;411
41113032;Xã Nam Đông;Thành phố Huế;411
41113033;Xã Khe Tre;Thành phố Huế;411
41107034;Xã Bình Điền;Thành phố Huế;411
41115035;Xã A Lưới 1;Thành phố Huế;411
41115036;Xã A Lưới 2;Thành phố Huế;411
41115037;Xã A Lưới 3;Thành phố Huế;411
41115038;Xã A Lưới 4;Thành phố Huế;411
41115039;Xã A Lưới 5;Thành phố Huế;411
41101040;Phường Dương Nỗ;Thành phố Huế;411
50101001;Phường Hải Châu;Tp Đà Nẵng;501
50101002;Phường Hoà Cường;Tp Đà Nẵng;501
50103003;Phường Thanh Khê;Tp Đà Nẵng;501
50115004;Phường An Khê;Tp Đà Nẵng;501
50105005;Phường An Hải;Tp Đà Nẵng;501
50105006;Phường Sơn Trà;Tp Đà Nẵng;501
50107007;Phường Ngũ Hành Sơn;Tp Đà Nẵng;501
50109008;Phường Hoà Khánh;Tp Đà Nẵng;501
50109009;Phường Hải Vân;Tp Đà Nẵng;501
50109010;Phường Liên Chiểu;Tp Đà Nẵng;501
50115011;Phường Cẩm Lệ;Tp Đà Nẵng;501
50111012;Phường Hoà Xuân;Tp Đà Nẵng;501
50111013;Xã Hoà Vang;Tp Đà Nẵng;501
50111014;Xã Hoà Tiến;Tp Đà Nẵng;501
50111015;Xã Bà Nà;Tp Đà Nẵng;501
50113016;Đặc khu Hoàng Sa;Tp Đà Nẵng;501
50325017;Xã Núi Thành;Tp Đà Nẵng;501
50325018;Xã Tam Mỹ;Tp Đà Nẵng;501
50325019;Xã Tam Anh;Tp Đà Nẵng;501
50325020;Xã Đức Phú;Tp Đà Nẵng;501
50325021;Xã Tam Xuân;Tp Đà Nẵng;501
50325022;Xã Tam Hải;Tp Đà Nẵng;501
50301023;Phường Tam Kỳ;Tp Đà Nẵng;501
50301024;Phường Quảng Phú;Tp Đà Nẵng;501
50301025;Phường Hương Trà;Tp Đà Nẵng;501
50301026;Phường Bàn Thạch;Tp Đà Nẵng;501
50302027;Xã Tây Hồ;Tp Đà Nẵng;501
50302028;Xã Chiên Đàn;Tp Đà Nẵng;501
50302029;Xã Phú Ninh;Tp Đà Nẵng;501
50321030;Xã Lãnh Ngọc;Tp Đà Nẵng;501
50321031;Xã Tiên Phước;Tp Đà Nẵng;501
50321032;Xã Thạnh Bình;Tp Đà Nẵng;501
50321033;Xã Sơn Cẩm Hà;Tp Đà Nẵng;501
50327034;Xã Trà Liên;Tp Đà Nẵng;501
50327035;Xã Trà Giáp;Tp Đà Nẵng;501
50327036;Xã Trà Tân;Tp Đà Nẵng;501
50327037;Xã Trà Đốc;Tp Đà Nẵng;501
50327038;Xã Trà My;Tp Đà Nẵng;501
50329039;Xã Nam Trà My;Tp Đà Nẵng;501
50329040;Xã Trà Tập;Tp Đà Nẵng;501
50329041;Xã Trà Vân;Tp Đà Nẵng;501
50329042;Xã Trà Linh;Tp Đà Nẵng;501
50329043;Xã Trà Leng;Tp Đà Nẵng;501
50315044;Xã Thăng Bình;Tp Đà Nẵng;501
50315045;Xã Thăng An;Tp Đà Nẵng;501
50315046;Xã Thăng Trường;Tp Đà Nẵng;501
50315047;Xã Thăng Điền;Tp Đà Nẵng;501
50315048;Xã Thăng Phú;Tp Đà Nẵng;501
50315049;Xã Đồng Dương;Tp Đà Nẵng;501
50317050;Xã Quế Sơn Trung;Tp Đà Nẵng;501
50317051;Xã Quế Sơn;Tp Đà Nẵng;501
50317052;Xã Xuân Phú;Tp Đà Nẵng;501
50317053;Xã Nông Sơn;Tp Đà Nẵng;501
50317054;Xã Quế Phước;Tp Đà Nẵng;501
50311055;Xã Duy Nghĩa;Tp Đà Nẵng;501
50311056;Xã Nam Phước;Tp Đà Nẵng;501
50311057;Xã Duy Xuyên;Tp Đà Nẵng;501
50311058;Xã Thu Bồn;Tp Đà Nẵng;501
50309059;Phường Điện Bàn;Tp Đà Nẵng;501
50309060;Phường Điện Bàn Đông;Tp Đà Nẵng;501
50309061;Phường An Thắng;Tp Đà Nẵng;501
50309062;Phường Điện Bàn Bắc;Tp Đà Nẵng;501
50309063;Xã Điện Bàn Tây;Tp Đà Nẵng;501
50309064;Xã Gò Nổi;Tp Đà Nẵng;501
50303065;Phường Hội An;Tp Đà Nẵng;501
50303066;Phường Hội An Đông;Tp Đà Nẵng;501
50303067;Phường Hội An Tây;Tp Đà Nẵng;501
50303068;Xã Tân Hiệp;Tp Đà Nẵng;501
50307069;Xã Đại Lộc;Tp Đà Nẵng;501
50307070;Xã Hà Nha;Tp Đà Nẵng;501
50307071;Xã Thượng Đức;Tp Đà Nẵng;501
50307072;Xã Vu Gia;Tp Đà Nẵng;501
50307073;Xã Phú Thuận;Tp Đà Nẵng;501
50313074;Xã Thạnh Mỹ;Tp Đà Nẵng;501
50313075;Xã Bến Giằng;Tp Đà Nẵng;501
50313076;Xã Nam Giang;Tp Đà Nẵng;501
50313077;Xã Đắc Pring;Tp Đà Nẵng;501
50313078;Xã La Dêê;Tp Đà Nẵng;501
50313079;Xã La Êê;Tp Đà Nẵng;501
50305080;Xã Sông Vàng;Tp Đà Nẵng;501
50305081;Xã Sông Kôn;Tp Đà Nẵng;501
50305082;Xã Đông Giang;Tp Đà Nẵng;501
50305083;Xã Bến Hiên;Tp Đà Nẵng;501
50304084;Xã Avương;Tp Đà Nẵng;501
50304085;Xã Tây Giang;Tp Đà Nẵng;501
50304086;Xã Hùng Sơn;Tp Đà Nẵng;501
50319087;Xã Hiệp Đức;Tp Đà Nẵng;501
50319088;Xã Việt An;Tp Đà Nẵng;501
50319089;Xã Phước Trà;Tp Đà Nẵng;501
50323090;Xã Khâm Đức;Tp Đà Nẵng;501
50323091;Xã Phước Năng;Tp Đà Nẵng;501
50323092;Xã Phước Chánh;Tp Đà Nẵng;501
50323093;Xã Phước Thành;Tp Đà Nẵng;501
50323094;Xã Phước Hiệp;Tp Đà Nẵng;501
50501001;Xã Tịnh Khê;Tỉnh Quảng Ngãi;505
50501002;Phường Trương Quang Trọng;Tỉnh Quảng Ngãi;505
50501003;Xã An Phú;Tỉnh Quảng Ngãi;505
50501004;Phường Cẩm Thành;Tỉnh Quảng Ngãi;505
50501005;Phường Nghĩa Lộ;Tỉnh Quảng Ngãi;505
50523006;Phường Trà Câu;Tỉnh Quảng Ngãi;505
50523007;Xã Nguyễn Nghiêm;Tỉnh Quảng Ngãi;505
50523008;Phường Đức Phổ;Tỉnh Quảng Ngãi;505
50523009;Xã Khánh Cường;Tỉnh Quảng Ngãi;505
50523010;Phường Sa Huỳnh;Tỉnh Quảng Ngãi;505
50505011;Xã Bình Minh;Tỉnh Quảng Ngãi;505
50505012;Xã Bình Chương;Tỉnh Quảng Ngãi;505
50505013;Xã Bình Sơn;Tỉnh Quảng Ngãi;505
50505014;Xã Vạn Tường;Tỉnh Quảng Ngãi;505
50505015;Xã Đông Sơn;Tỉnh Quảng Ngãi;505
50509016;Xã Trường Giang;Tỉnh Quảng Ngãi;505
50509017;Xã Ba Gia;Tỉnh Quảng Ngãi;505
50509018;Xã Sơn Tịnh;Tỉnh Quảng Ngãi;505
50509019;Xã Thọ Phong;Tỉnh Quảng Ngãi;505
50515020;Xã Tư Nghĩa;Tỉnh Quảng Ngãi;505
50515021;Xã Vệ Giang;Tỉnh Quảng Ngãi;505
50515022;Xã Nghĩa Giang;Tỉnh Quảng Ngãi;505
50515023;Xã Trà Giang;Tỉnh Quảng Ngãi;505
50517024;Xã Nghĩa Hành;Tỉnh Quảng Ngãi;505
50517025;Xã Đình Cương;Tỉnh Quảng Ngãi;505
50517026;Xã Thiện Tín;Tỉnh Quảng Ngãi;505
50517027;Xã Phước Giang;Tỉnh Quảng Ngãi;505
50521028;Xã Long Phụng;Tỉnh Quảng Ngãi;505
50521029;Xã Mỏ Cày;Tỉnh Quảng Ngãi;505
50521030;Xã Mộ Đức;Tỉnh Quảng Ngãi;505
50521031;Xã Lân Phong;Tỉnh Quảng Ngãi;505
50507032;Xã Trà Bồng;Tỉnh Quảng Ngãi;505
50507033;Xã Đông Trà Bồng;Tỉnh Quảng Ngãi;505
50507034;Xã Tây Trà;Tỉnh Quảng Ngãi;505
50507035;Xã Thanh Bồng;Tỉnh Quảng Ngãi;505
50507036;Xã Cà Đam;Tỉnh Quảng Ngãi;505
50507037;Xã Tây Trà Bồng;Tỉnh Quảng Ngãi;505
50513038;Xã Sơn Hạ;Tỉnh Quảng Ngãi;505
50513039;Xã Sơn Linh;Tỉnh Quảng Ngãi;505
50513040;Xã Sơn Hà;Tỉnh Quảng Ngãi;505
50513041;Xã Sơn Thủy;Tỉnh Quảng Ngãi;505
50513042;Xã Sơn Kỳ;Tỉnh Quảng Ngãi;505
50511043;Xã Sơn Tây;Tỉnh Quảng Ngãi;505
50511044;Xã Sơn Tây Thượng;Tỉnh Quảng Ngãi;505
50511045;Xã Sơn Tây Hạ;Tỉnh Quảng Ngãi;505
50519046;Xã Minh Long;Tỉnh Quảng Ngãi;505
50519047;Xã Sơn Mai;Tỉnh Quảng Ngãi;505
50525048;Xã Ba Vì;Tỉnh Quảng Ngãi;505
50525049;Xã Ba Tô;Tỉnh Quảng Ngãi;505
50525050;Xã Ba Dinh;Tỉnh Quảng Ngãi;505
50525051;Xã Ba Tơ;Tỉnh Quảng Ngãi;505
50525052;Xã Ba Vinh;Tỉnh Quảng Ngãi;505
50525053;Xã Ba Động;Tỉnh Quảng Ngãi;505
50525054;Xã Đặng Thùy Trâm;Tỉnh Quảng Ngãi;505
50525055;Xã Ba Xa;Tỉnh Quảng Ngãi;505
50503056;Đặc khu Lý Sơn;Tỉnh Quảng Ngãi;505
60101057;Phường Kon Tum;Tỉnh Quảng Ngãi;505
60101058;Phường Đăk Cấm;Tỉnh Quảng Ngãi;505
60101059;Phường Đăk BLa;Tỉnh Quảng Ngãi;505
60101060;Xã Ngọk Bay;Tỉnh Quảng Ngãi;505
60101061;Xã Ia Chim;Tỉnh Quảng Ngãi;505
60101062;Xã Đăk Rơ Wa;Tỉnh Quảng Ngãi;505
60111063;Xã Đăk Pxi;Tỉnh Quảng Ngãi;505
60111064;Xã Đăk Mar;Tỉnh Quảng Ngãi;505
60111065;Xã Đăk Ui;Tỉnh Quảng Ngãi;505
60111066;Xã Ngọk Réo;Tỉnh Quảng Ngãi;505
60111067;Xã Đăk Hà;Tỉnh Quảng Ngãi;505
60107068;Xã Ngọk Tụ;Tỉnh Quảng Ngãi;505
60107069;Xã Đăk Tô;Tỉnh Quảng Ngãi;505
60107070;Xã Kon Đào;Tỉnh Quảng Ngãi;505
60115071;Xã Đăk Sao;Tỉnh Quảng Ngãi;505
60115072;Xã Đăk Tờ Kan;Tỉnh Quảng Ngãi;505
60115073;Xã Tu Mơ Rông;Tỉnh Quảng Ngãi;505
60115074;Xã Măng Ri;Tỉnh Quảng Ngãi;505
60105075;Xã Bờ Y;Tỉnh Quảng Ngãi;505
60105076;Xã Sa Loong;Tỉnh Quảng Ngãi;505
60105077;Xã Dục Nông;Tỉnh Quảng Ngãi;505
60103078;Xã Xốp;Tỉnh Quảng Ngãi;505
60103079;Xã Ngọc Linh;Tỉnh Quảng Ngãi;505
60103080;Xã Đăk Plô;Tỉnh Quảng Ngãi;505
60103081;Xã Đăk Pék;Tỉnh Quảng Ngãi;505
60103082;Xã Đăk Môn;Tỉnh Quảng Ngãi;505
60113083;Xã Sa Thầy;Tỉnh Quảng Ngãi;505
60113084;Xã Sa Bình;Tỉnh Quảng Ngãi;505
60113085;Xã Ya Ly;Tỉnh Quảng Ngãi;505
60114086;Xã Ia Tơi;Tỉnh Quảng Ngãi;505
60108087;Xã Đăk Kôi;Tỉnh Quảng Ngãi;505
60108088;Xã Kon Braih;Tỉnh Quảng Ngãi;505
60108089;Xã Đăk Rve;Tỉnh Quảng Ngãi;505
60109090;Xã Măng Đen;Tỉnh Quảng Ngãi;505
60109091;Xã Măng Bút;Tỉnh Quảng Ngãi;505
60109092;Xã Kon Plông;Tỉnh Quảng Ngãi;505
60103093;Xã Đăk Long;Tỉnh Quảng Ngãi;505
60113094;Xã Rờ Kơi;Tỉnh Quảng Ngãi;505
60113095;Xã Mô Rai;Tỉnh Quảng Ngãi;505
60114096;Xã Ia Đal;Tỉnh Quảng Ngãi;505
51101001;Phường Nha Trang;Tỉnh Khánh Hòa;511
51101002;Phường Bắc Nha Trang;Tỉnh Khánh Hòa;511
51101003;Phường Tây Nha Trang;Tỉnh Khánh Hòa;511
51101004;Phường Nam Nha Trang;Tỉnh Khánh Hòa;511
51109005;Phường Bắc Cam Ranh;Tỉnh Khánh Hòa;511
51109006;Phường Cam Ranh;Tỉnh Khánh Hòa;511
51109007;Phường Cam Linh;Tỉnh Khánh Hòa;511
51109008;Phường Ba Ngòi;Tỉnh Khánh Hòa;511
51109009;Xã Nam Cam Ranh;Tỉnh Khánh Hòa;511
51105010;Xã Bắc Ninh Hoà;Tỉnh Khánh Hòa;511
51105011;Phường Ninh Hoà;Tỉnh Khánh Hòa;511
51105012;Xã Tân Định;Tỉnh Khánh Hòa;511
51105013;Phường Đông Ninh Hoà;Tỉnh Khánh Hòa;511
51105014;Phường Hoà Thắng;Tỉnh Khánh Hòa;511
51105015;Xã Nam Ninh Hoà;Tỉnh Khánh Hòa;511
51105016;Xã Tây Ninh Hoà;Tỉnh Khánh Hòa;511
51105017;Xã Hoà Trí;Tỉnh Khánh Hòa;511
51103018;Xã Đại Lãnh;Tỉnh Khánh Hòa;511
51103019;Xã Tu Bông;Tỉnh Khánh Hòa;511
51103020;Xã Vạn Thắng;Tỉnh Khánh Hòa;511
51103021;Xã Vạn Ninh;Tỉnh Khánh Hòa;511
51103022;Xã Vạn Hưng;Tỉnh Khánh Hòa;511
51107023;Xã Diên Khánh;Tỉnh Khánh Hòa;511
51107024;Xã Diên Lạc;Tỉnh Khánh Hòa;511
51107025;Xã Diên Điền;Tỉnh Khánh Hòa;511
51107026;Xã Diên Lâm;Tỉnh Khánh Hòa;511
51107027;Xã Diên Thọ;Tỉnh Khánh Hòa;511
51107028;Xã Suối Hiệp;Tỉnh Khánh Hòa;511
51117029;Xã Cam Lâm;Tỉnh Khánh Hòa;511
51117030;Xã Suối Dầu;Tỉnh Khánh Hòa;511
51117031;Xã Cam Hiệp;Tỉnh Khánh Hòa;511
51117032;Xã Cam An;Tỉnh Khánh Hòa;511
51111033;Xã Bắc Khánh Vĩnh;Tỉnh Khánh Hòa;511
51111034;Xã Trung Khánh Vĩnh;Tỉnh Khánh Hòa;511
51111035;Xã Tây Khánh Vĩnh;Tỉnh Khánh Hòa;511
51111036;Xã Nam Khánh Vĩnh;Tỉnh Khánh Hòa;511
51111037;Xã Khánh Vĩnh;Tỉnh Khánh Hòa;511
51113038;Xã Khánh Sơn;Tỉnh Khánh Hòa;511
51113039;Xã Tây Khánh Sơn;Tỉnh Khánh Hòa;511
51113040;Xã Đông Khánh Sơn;Tỉnh Khánh Hòa;511
51115041;Đặc khu Trường Sa;Tỉnh Khánh Hòa;511
70501042;Phường Phan Rang;Tỉnh Khánh Hòa;511
70501043;Phường Đông Hải;Tỉnh Khánh Hòa;511
70505044;Phường Ninh Chử;Tỉnh Khánh Hòa;511
70501045;Phường Bảo An;Tỉnh Khánh Hòa;511
70501046;Phường Đô Vinh;Tỉnh Khánh Hòa;511
70507047;Xã Ninh Phước;Tỉnh Khánh Hòa;511
70507048;Xã Phước Hữu;Tỉnh Khánh Hòa;511
70507049;Xã Phước Hậu;Tỉnh Khánh Hòa;511
70513050;Xã Thuận Nam;Tỉnh Khánh Hòa;511
70513051;Xã Cà Ná;Tỉnh Khánh Hòa;511
70513052;Xã Phước Hà;Tỉnh Khánh Hòa;511
70513053;Xã Phước Dinh;Tỉnh Khánh Hòa;511
70505054;Xã Ninh Hải;Tỉnh Khánh Hòa;511
70505055;Xã Xuân Hải;Tỉnh Khánh Hòa;511
70505056;Xã Vĩnh Hải;Tỉnh Khánh Hòa;511
70511057;Xã Thuận Bắc;Tỉnh Khánh Hòa;511
70511058;Xã Công Hải;Tỉnh Khánh Hòa;511
70503059;Xã Ninh Sơn;Tỉnh Khánh Hòa;511
70503060;Xã Lâm Sơn;Tỉnh Khánh Hòa;511
70503061;Xã Anh Dũng;Tỉnh Khánh Hòa;511
70503062;Xã Mỹ Sơn;Tỉnh Khánh Hòa;511
70509063;Xã Bác Ái Đông;Tỉnh Khánh Hòa;511
70509064;Xã Bác Ái;Tỉnh Khánh Hòa;511
70509065;Xã Bác Ái Tây;Tỉnh Khánh Hòa;511
50701001;Phường Quy Nhơn;Tỉnh Gia Lai;603
50701002;Phường Quy Nhơn Đông;Tỉnh Gia Lai;603
50701003;Phường Quy Nhơn Tây;Tỉnh Gia Lai;603
50701004;Phường Quy Nhơn Nam;Tỉnh Gia Lai;603
50701005;Phường Quy Nhơn Bắc;Tỉnh Gia Lai;603
50717006;Phường Bình Định;Tỉnh Gia Lai;603
50717007;Phường An Nhơn;Tỉnh Gia Lai;603
50717008;Phường An Nhơn Đông;Tỉnh Gia Lai;603
50717009;Phường An Nhơn Nam;Tỉnh Gia Lai;603
50717010;Phường An Nhơn Bắc;Tỉnh Gia Lai;603
50717011;Xã An Nhơn Tây;Tỉnh Gia Lai;603
50705012;Phường Bồng Sơn;Tỉnh Gia Lai;603
50705013;Phường Hoài Nhơn;Tỉnh Gia Lai;603
50705014;Phường Tam Quan;Tỉnh Gia Lai;603
50705015;Phường Hoài Nhơn Đông;Tỉnh Gia Lai;603
50705016;Phường Hoài Nhơn Tây;Tỉnh Gia Lai;603
50705017;Phường Hoài Nhơn Nam;Tỉnh Gia Lai;603
50705018;Phường Hoài Nhơn Bắc;Tỉnh Gia Lai;603
50713019;Xã Phù Cát;Tỉnh Gia Lai;603
50713020;Xã Xuân An;Tỉnh Gia Lai;603
50713021;Xã Ngô Mây;Tỉnh Gia Lai;603
50713022;Xã Cát Tiến;Tỉnh Gia Lai;603
50713023;Xã Đề Gi;Tỉnh Gia Lai;603
50713024;Xã Hoà Hội;Tỉnh Gia Lai;603
50713025;Xã Hội Sơn;Tỉnh Gia Lai;603
50709026;Xã Phù Mỹ;Tỉnh Gia Lai;603
50709027;Xã An Lương;Tỉnh Gia Lai;603
50709028;Xã Bình Dương;Tỉnh Gia Lai;603
50709029;Xã Phù Mỹ Đông;Tỉnh Gia Lai;603
50709030;Xã Phù Mỹ Tây;Tỉnh Gia Lai;603
50709031;Xã Phù Mỹ Nam;Tỉnh Gia Lai;603
50709032;Xã Phù Mỹ Bắc;Tỉnh Gia Lai;603
50719033;Xã Tuy Phước;Tỉnh Gia Lai;603
50719034;Xã Tuy Phước Đông;Tỉnh Gia Lai;603
50719035;Xã Tuy Phước Tây;Tỉnh Gia Lai;603
50719036;Xã Tuy Phước Bắc;Tỉnh Gia Lai;603
50715037;Xã Tây Sơn;Tỉnh Gia Lai;603
50715038;Xã Bình Khê;Tỉnh Gia Lai;603
50715039;Xã Bình Phú;Tỉnh Gia Lai;603
50715040;Xã Bình Hiệp;Tỉnh Gia Lai;603
50715041;Xã Bình An;Tỉnh Gia Lai;603
50707042;Xã Hoài Ân;Tỉnh Gia Lai;603
50707043;Xã Ân Tường;Tỉnh Gia Lai;603
50707044;Xã Kim Sơn;Tỉnh Gia Lai;603
50707045;Xã Vạn Đức;Tỉnh Gia Lai;603
50707046;Xã Ân Hảo;Tỉnh Gia Lai;603
50721047;Xã Vân Canh;Tỉnh Gia Lai;603
50721048;Xã Canh Vinh;Tỉnh Gia Lai;603
50721049;Xã Canh Liên;Tỉnh Gia Lai;603
50711050;Xã Vĩnh Thạnh;Tỉnh Gia Lai;603
50711051;Xã Vĩnh Thịnh;Tỉnh Gia Lai;603
50711052;Xã Vĩnh Quang;Tỉnh Gia Lai;603
50711053;Xã Vĩnh Sơn;Tỉnh Gia Lai;603
50703054;Xã An Hoà;Tỉnh Gia Lai;603
50703055;Xã An Lão;Tỉnh Gia Lai;603
50703056;Xã An Vinh;Tỉnh Gia Lai;603
50703057;Xã An Toàn;Tỉnh Gia Lai;603
60301058;Phường Pleiku;Tỉnh Gia Lai;603
60301059;Phường Hội Phú;Tỉnh Gia Lai;603
60301060;Phường Thống Nhất;Tỉnh Gia Lai;603
60301061;Phường Diên Hồng;Tỉnh Gia Lai;603
60301062;Phường An Phú;Tỉnh Gia Lai;603
60301063;Xã Biển Hồ;Tỉnh Gia Lai;603
60301064;Xã Gào;Tỉnh Gia Lai;603
60307065;Xã Ia Ly;Tỉnh Gia Lai;603
60307066;Xã Chư Păh;Tỉnh Gia Lai;603
60307067;Xã Ia Khươl;Tỉnh Gia Lai;603
60307068;Xã Ia Phí;Tỉnh Gia Lai;603
60317069;Xã Chư Prông;Tỉnh Gia Lai;603
60317070;Xã Bàu Cạn;Tỉnh Gia Lai;603
60317071;Xã Ia Boòng;Tỉnh Gia Lai;603
60317072;Xã Ia Lâu;Tỉnh Gia Lai;603
60317073;Xã Ia Pia;Tỉnh Gia Lai;603
60317074;Xã Ia Tôr;Tỉnh Gia Lai;603
60319075;Xã Chư Sê;Tỉnh Gia Lai;603
60319076;Xã Bờ Ngoong;Tỉnh Gia Lai;603
60319077;Xã Ia Ko;Tỉnh Gia Lai;603
60319078;Xã Albá;Tỉnh Gia Lai;603
60331079;Xã Chư Pưh;Tỉnh Gia Lai;603
60331080;Xã Ia Le;Tỉnh Gia Lai;603
60331081;Xã Ia Hrú;Tỉnh Gia Lai;603
60311082;Phường An Khê;Tỉnh Gia Lai;603
60311083;Phường An Bình;Tỉnh Gia Lai;603
60311084;Xã Cửu An;Tỉnh Gia Lai;603
60327085;Xã Đak Pơ;Tỉnh Gia Lai;603
60327086;Xã Ya Hội;Tỉnh Gia Lai;603
60303087;Xã Kbang;Tỉnh Gia Lai;603
60303088;Xã Kông Bơ La;Tỉnh Gia Lai;603
60303089;Xã Tơ Tung;Tỉnh Gia Lai;603
60303090;Xã Sơn Lang;Tỉnh Gia Lai;603
60303091;Xã Đak Rong;Tỉnh Gia Lai;603
60313092;Xã Kông Chro;Tỉnh Gia Lai;603
60313093;Xã Ya Ma;Tỉnh Gia Lai;603
60313094;Xã Chư Krey;Tỉnh Gia Lai;603
60313095;Xã SRó;Tỉnh Gia Lai;603
60313096;Xã Đăk Song;Tỉnh Gia Lai;603
60313097;Xã Chơ Long;Tỉnh Gia Lai;603
60321098;Phường Ayun Pa;Tỉnh Gia Lai;603
60321099;Xã Ia Rbol;Tỉnh Gia Lai;603
60321100;Xã Ia Sao;Tỉnh Gia Lai;603
60329101;Xã Phú Thiện;Tỉnh Gia Lai;603
60329102;Xã Chư A Thai;Tỉnh Gia Lai;603
60329103;Xã Ia Hiao;Tỉnh Gia Lai;603
60320104;Xã Pờ Tó;Tỉnh Gia Lai;603
60320105;Xã Ia Pa;Tỉnh Gia Lai;603
60320106;Xã Ia Tul;Tỉnh Gia Lai;603
60323107;Xã Phú Túc;Tỉnh Gia Lai;603
60323108;Xã Ia Dreh;Tỉnh Gia Lai;603
60323109;Xã Ia Rsai;Tỉnh Gia Lai;603
60323110;Xã Uar;Tỉnh Gia Lai;603
60325111;Xã Đak Đoa;Tỉnh Gia Lai;603
60325112;Xã Kon Gang;Tỉnh Gia Lai;603
60325113;Xã Ia Băng;Tỉnh Gia Lai;603
60325114;Xã KDang;Tỉnh Gia Lai;603
60325115;Xã Đak Sơmei;Tỉnh Gia Lai;603
60305116;Xã Mang Yang;Tỉnh Gia Lai;603
60305117;Xã Lơ Pang;Tỉnh Gia Lai;603
60305118;Xã Kon Chiêng;Tỉnh Gia Lai;603
60305119;Xã Hra;Tỉnh Gia Lai;603
60305120;Xã Ayun;Tỉnh Gia Lai;603
60309121;Xã Ia Grai;Tỉnh Gia Lai;603
60309122;Xã Ia Krái;Tỉnh Gia Lai;603
60309123;Xã Ia Hrung;Tỉnh Gia Lai;603
60315124;Xã Đức Cơ;Tỉnh Gia Lai;603
60315125;Xã Ia Dơk;Tỉnh Gia Lai;603
60315126;Xã Ia Krêl;Tỉnh Gia Lai;603
50701127;Xã Nhơn Châu;Tỉnh Gia Lai;603
60317128;Xã Ia Púch;Tỉnh Gia Lai;603
60317129;Xã Ia Mơ;Tỉnh Gia Lai;603
60315130;Xã Ia Pnôn;Tỉnh Gia Lai;603
60315131;Xã Ia Nan;Tỉnh Gia Lai;603
60315132;Xã Ia Dom;Tỉnh Gia Lai;603
60309133;Xã Ia Chia;Tỉnh Gia Lai;603
60309134;Xã Ia O;Tỉnh Gia Lai;603
60303135;Xã Krong;Tỉnh Gia Lai;603
60501001;Xã Hoà Phú;Tỉnh Đắk Lắk;605
60501002;Phường Buôn Ma Thuột;Tỉnh Đắk Lắk;605
60501003;Phường Tân An;Tỉnh Đắk Lắk;605
60501004;Phường Tân Lập;Tỉnh Đắk Lắk;605
60501005;Phường Thành Nhất;Tỉnh Đắk Lắk;605
60501006;Phường Ea Kao;Tỉnh Đắk Lắk;605
60509007;Xã Ea Drông;Tỉnh Đắk Lắk;605
60509008;Phường Buôn Hồ;Tỉnh Đắk Lắk;605
60509009;Phường Cư Bao;Tỉnh Đắk Lắk;605
60505010;Xã Ea Súp;Tỉnh Đắk Lắk;605
60505011;Xã Ea Rốk;Tỉnh Đắk Lắk;605
